week_id,date,sku_id,region,demand_units
1,2024-06-03,SKU_099,East,102
1,2024-06-03,SKU_100,East,77
1,2024-06-03,SKU_101,East,154
1,2024-06-03,SKU_102,East,30
1,2024-06-03,SKU_103,East,79
1,2024-06-03,SKU_104,East,156
1,2024-06-03,SKU_105,East,121
1,2024-06-03,SKU_106,East,160
1,2024-06-03,SKU_107,East,131
1,2024-06-03,SKU_108,East,54
1,2024-06-03,SKU_109,East,104
1,2024-06-03,SKU_110,East,80
1,2024-06-03,SKU_111,East,138
1,2024-06-03,SKU_112,East,192
1,2024-06-03,SKU_113,East,86
1,2024-06-03,SKU_114,East,91
1,2024-06-03,SKU_115,East,138
1,2024-06-03,SKU_116,East,38
1,2024-06-03,SKU_117,East,87
1,2024-06-03,SKU_118,East,56
1,2024-06-03,SKU_119,East,225
1,2024-06-03,SKU_120,East,264
1,2024-06-03,SKU_121,East,63
1,2024-06-03,SKU_122,East,84
1,2024-06-03,SKU_123,East,51
1,2024-06-03,SKU_124,East,109
1,2024-06-03,SKU_125,East,91
1,2024-06-03,SKU_126,East,115
1,2024-06-03,SKU_127,East,42
1,2024-06-03,SKU_128,East,74
1,2024-06-03,SKU_129,East,123
1,2024-06-03,SKU_130,East,96
1,2024-06-03,SKU_131,East,53
1,2024-06-03,SKU_132,East,66
1,2024-06-03,SKU_133,East,249
1,2024-06-03,SKU_134,East,119
1,2024-06-03,SKU_135,East,121
1,2024-06-03,SKU_136,East,65
1,2024-06-03,SKU_137,East,174
1,2024-06-03,SKU_138,East,73
1,2024-06-03,SKU_139,East,44
1,2024-06-03,SKU_140,East,60
1,2024-06-03,SKU_141,East,60
1,2024-06-03,SKU_142,East,71
1,2024-06-03,SKU_143,East,97
1,2024-06-03,SKU_144,East,101
1,2024-06-03,SKU_145,East,137
1,2024-06-03,SKU_146,East,104
1,2024-06-03,SKU_147,East,132
1,2024-06-03,SKU_148,East,133
1,2024-06-03,SKU_149,East,122
1,2024-06-03,SKU_150,East,56
1,2024-06-03,SKU_151,East,140
1,2024-06-03,SKU_152,East,38
1,2024-06-03,SKU_153,East,212
1,2024-06-03,SKU_154,East,92
1,2024-06-03,SKU_155,East,107
1,2024-06-03,SKU_156,East,88
1,2024-06-03,SKU_157,East,167
1,2024-06-03,SKU_158,East,69
1,2024-06-03,SKU_159,East,140
1,2024-06-03,SKU_160,East,33
1,2024-06-03,SKU_161,East,83
1,2024-06-03,SKU_162,East,41
1,2024-06-03,SKU_163,East,40
1,2024-06-03,SKU_164,East,63
1,2024-06-03,SKU_165,East,45
1,2024-06-03,SKU_166,East,73
1,2024-06-03,SKU_167,East,134
1,2024-06-03,SKU_168,East,53
1,2024-06-03,SKU_169,East,201
1,2024-06-03,SKU_170,East,68
1,2024-06-03,SKU_171,East,53
1,2024-06-03,SKU_172,East,165
1,2024-06-03,SKU_173,East,82
1,2024-06-03,SKU_174,East,51
1,2024-06-03,SKU_175,East,36
1,2024-06-03,SKU_176,East,86
1,2024-06-03,SKU_177,East,69
1,2024-06-03,SKU_178,East,48
1,2024-06-03,SKU_179,East,263
1,2024-06-03,SKU_180,East,53
1,2024-06-03,SKU_181,East,123
1,2024-06-03,SKU_182,East,42
1,2024-06-03,SKU_183,East,61
1,2024-06-03,SKU_184,East,122
1,2024-06-03,SKU_185,East,86
1,2024-06-03,SKU_186,East,85
1,2024-06-03,SKU_187,East,55
1,2024-06-03,SKU_188,East,107
1,2024-06-03,SKU_189,East,104
1,2024-06-03,SKU_190,East,45
1,2024-06-03,SKU_191,East,53
1,2024-06-03,SKU_192,East,63
1,2024-06-03,SKU_193,East,66
1,2024-06-03,SKU_194,East,82
1,2024-06-03,SKU_195,East,159
1,2024-06-03,SKU_196,East,40
1,2024-06-03,SKU_197,East,65
1,2024-06-03,SKU_198,East,63
1,2024-06-03,SKU_199,East,42
1,2024-06-03,SKU_200,East,98
1,2024-06-03,SKU_201,East,32
1,2024-06-03,SKU_202,East,191
1,2024-06-03,SKU_203,East,28
1,2024-06-03,SKU_204,East,81
1,2024-06-03,SKU_205,East,29
1,2024-06-03,SKU_206,East,175
1,2024-06-03,SKU_207,East,81
1,2024-06-03,SKU_208,East,76
1,2024-06-03,SKU_209,East,117
1,2024-06-03,SKU_210,East,124
1,2024-06-03,SKU_211,East,158
1,2024-06-03,SKU_212,East,62
1,2024-06-03,SKU_213,East,18
1,2024-06-03,SKU_214,East,40
1,2024-06-03,SKU_215,East,68
1,2024-06-03,SKU_216,East,36
1,2024-06-03,SKU_217,East,27
1,2024-06-03,SKU_218,East,42
1,2024-06-03,SKU_219,East,41
1,2024-06-03,SKU_220,East,42
1,2024-06-03,SKU_221,East,60
1,2024-06-03,SKU_222,East,134
1,2024-06-03,SKU_223,East,155
1,2024-06-03,SKU_224,East,88
1,2024-06-03,SKU_225,East,34
1,2024-06-03,SKU_226,East,53
1,2024-06-03,SKU_227,East,33
1,2024-06-03,SKU_228,East,61
1,2024-06-03,SKU_229,East,112
1,2024-06-03,SKU_230,East,101
1,2024-06-03,SKU_231,East,59
1,2024-06-03,SKU_232,East,60
1,2024-06-03,SKU_233,East,48
1,2024-06-03,SKU_234,East,106
1,2024-06-03,SKU_235,East,199
1,2024-06-03,SKU_236,East,35
1,2024-06-03,SKU_237,East,22
1,2024-06-03,SKU_238,East,120
1,2024-06-03,SKU_239,East,101
1,2024-06-03,SKU_240,East,231
1,2024-06-03,SKU_241,East,114
1,2024-06-03,SKU_242,East,70
1,2024-06-03,SKU_243,East,96
1,2024-06-03,SKU_244,East,49
1,2024-06-03,SKU_245,East,162
1,2024-06-03,SKU_246,East,78
1,2024-06-03,SKU_247,East,101
1,2024-06-03,SKU_248,East,249
1,2024-06-03,SKU_249,East,63
1,2024-06-03,SKU_250,East,60
1,2024-06-03,SKU_251,East,31
1,2024-06-03,SKU_252,East,15
1,2024-06-03,SKU_253,East,168
1,2024-06-03,SKU_254,East,130
1,2024-06-03,SKU_255,East,232
1,2024-06-03,SKU_256,East,113
1,2024-06-03,SKU_257,East,28
1,2024-06-03,SKU_258,East,118
1,2024-06-03,SKU_259,East,110
1,2024-06-03,SKU_260,East,49
1,2024-06-03,SKU_261,East,101
1,2024-06-03,SKU_262,East,26
1,2024-06-03,SKU_263,East,58
1,2024-06-03,SKU_264,East,51
1,2024-06-03,SKU_265,East,63
1,2024-06-03,SKU_266,East,57
1,2024-06-03,SKU_267,East,62
1,2024-06-03,SKU_268,East,146
1,2024-06-03,SKU_269,East,124
1,2024-06-03,SKU_270,East,156
1,2024-06-03,SKU_271,East,34
1,2024-06-03,SKU_272,East,80
1,2024-06-03,SKU_273,East,92
1,2024-06-03,SKU_274,East,344
1,2024-06-03,SKU_275,East,84
1,2024-06-03,SKU_276,East,161
1,2024-06-03,SKU_277,East,103
1,2024-06-03,SKU_278,East,132
1,2024-06-03,SKU_279,East,10
1,2024-06-03,SKU_280,East,162
1,2024-06-03,SKU_281,East,60
1,2024-06-03,SKU_282,East,24
1,2024-06-03,SKU_283,East,115
1,2024-06-03,SKU_284,East,120
1,2024-06-03,SKU_285,East,181
1,2024-06-03,SKU_286,East,62
1,2024-06-03,SKU_287,East,57
1,2024-06-03,SKU_288,East,125
1,2024-06-03,SKU_289,East,88
1,2024-06-03,SKU_290,East,44
1,2024-06-03,SKU_291,East,20
1,2024-06-03,SKU_292,East,164
1,2024-06-03,SKU_293,East,174
1,2024-06-03,SKU_294,East,129
1,2024-06-03,SKU_295,East,87
1,2024-06-03,SKU_296,East,216
1,2024-06-03,SKU_297,East,51
1,2024-06-03,SKU_298,East,34
1,2024-06-03,SKU_299,East,71
1,2024-06-03,SKU_300,East,28
1,2024-06-03,SKU_001,Central,50
1,2024-06-03,SKU_002,Central,36
1,2024-06-03,SKU_003,Central,145
1,2024-06-03,SKU_004,Central,9
1,2024-06-03,SKU_005,Central,78
1,2024-06-03,SKU_006,Central,106
1,2024-06-03,SKU_007,Central,79
1,2024-06-03,SKU_008,Central,78
1,2024-06-03,SKU_009,Central,23
1,2024-06-03,SKU_010,Central,124
1,2024-06-03,SKU_011,Central,59
1,2024-06-03,SKU_012,Central,62
1,2024-06-03,SKU_013,Central,61
1,2024-06-03,SKU_014,Central,51
1,2024-06-03,SKU_015,Central,50
1,2024-06-03,SKU_016,Central,117
1,2024-06-03,SKU_017,Central,104
1,2024-06-03,SKU_018,Central,88
1,2024-06-03,SKU_019,Central,57
1,2024-06-03,SKU_020,Central,85
1,2024-06-03,SKU_021,Central,21
1,2024-06-03,SKU_022,Central,37
1,2024-06-03,SKU_023,Central,70
1,2024-06-03,SKU_024,Central,107
1,2024-06-03,SKU_025,Central,33
1,2024-06-03,SKU_026,Central,56
1,2024-06-03,SKU_027,Central,50
1,2024-06-03,SKU_028,Central,20
1,2024-06-03,SKU_029,Central,37
1,2024-06-03,SKU_030,Central,143
1,2024-06-03,SKU_031,Central,52
1,2024-06-03,SKU_032,Central,77
1,2024-06-03,SKU_033,Central,40
1,2024-06-03,SKU_034,Central,22
1,2024-06-03,SKU_035,Central,94
1,2024-06-03,SKU_036,Central,59
1,2024-06-03,SKU_037,Central,51
1,2024-06-03,SKU_038,Central,24
1,2024-06-03,SKU_039,Central,26
1,2024-06-03,SKU_040,Central,47
1,2024-06-03,SKU_041,Central,94
1,2024-06-03,SKU_042,Central,72
1,2024-06-03,SKU_043,Central,32
1,2024-06-03,SKU_044,Central,57
1,2024-06-03,SKU_045,Central,43
1,2024-06-03,SKU_046,Central,37
1,2024-06-03,SKU_047,Central,116
1,2024-06-03,SKU_048,Central,116
1,2024-06-03,SKU_049,Central,129
1,2024-06-03,SKU_050,Central,55
1,2024-06-03,SKU_051,Central,84
1,2024-06-03,SKU_052,Central,101
1,2024-06-03,SKU_053,Central,45
1,2024-06-03,SKU_054,Central,50
1,2024-06-03,SKU_055,Central,37
1,2024-06-03,SKU_056,Central,63
1,2024-06-03,SKU_057,Central,74
1,2024-06-03,SKU_058,Central,76
1,2024-06-03,SKU_059,Central,129
1,2024-06-03,SKU_060,Central,47
1,2024-06-03,SKU_061,Central,105
1,2024-06-03,SKU_062,Central,40
1,2024-06-03,SKU_063,Central,68
1,2024-06-03,SKU_064,Central,129
1,2024-06-03,SKU_065,Central,123
1,2024-06-03,SKU_066,Central,33
1,2024-06-03,SKU_067,Central,27
1,2024-06-03,SKU_068,Central,92
1,2024-06-03,SKU_069,Central,13
1,2024-06-03,SKU_070,Central,116
1,2024-06-03,SKU_071,Central,28
1,2024-06-03,SKU_072,Central,63
1,2024-06-03,SKU_073,Central,104
1,2024-06-03,SKU_074,Central,97
1,2024-06-03,SKU_075,Central,37
1,2024-06-03,SKU_076,Central,93
1,2024-06-03,SKU_077,Central,39
1,2024-06-03,SKU_078,Central,32
1,2024-06-03,SKU_079,Central,89
1,2024-06-03,SKU_080,Central,42
1,2024-06-03,SKU_081,Central,71
1,2024-06-03,SKU_082,Central,139
1,2024-06-03,SKU_083,Central,55
1,2024-06-03,SKU_084,Central,211
1,2024-06-03,SKU_085,Central,29
1,2024-06-03,SKU_086,Central,37
1,2024-06-03,SKU_087,Central,52
1,2024-06-03,SKU_088,Central,70
1,2024-06-03,SKU_089,Central,56
1,2024-06-03,SKU_090,Central,14
1,2024-06-03,SKU_091,Central,105
1,2024-06-03,SKU_092,Central,117
1,2024-06-03,SKU_093,Central,83
1,2024-06-03,SKU_094,Central,54
1,2024-06-03,SKU_095,Central,38
1,2024-06-03,SKU_096,Central,52
1,2024-06-03,SKU_097,Central,198
1,2024-06-03,SKU_098,Central,78
1,2024-06-03,SKU_099,Central,66
1,2024-06-03,SKU_100,Central,89
1,2024-06-03,SKU_101,Central,127
1,2024-06-03,SKU_102,Central,51
1,2024-06-03,SKU_103,Central,9
1,2024-06-03,SKU_104,Central,119
1,2024-06-03,SKU_105,Central,82
1,2024-06-03,SKU_106,Central,118
1,2024-06-03,SKU_107,Central,114
1,2024-06-03,SKU_108,Central,80
1,2024-06-03,SKU_109,Central,95
1,2024-06-03,SKU_110,Central,54
1,2024-06-03,SKU_111,Central,90
1,2024-06-03,SKU_112,Central,91
1,2024-06-03,SKU_113,Central,46
1,2024-06-03,SKU_114,Central,86
1,2024-06-03,SKU_115,Central,90
1,2024-06-03,SKU_116,Central,25
1,2024-06-03,SKU_117,Central,89
1,2024-06-03,SKU_118,Central,57
1,2024-06-03,SKU_119,Central,121
1,2024-06-03,SKU_120,Central,209
1,2024-06-03,SKU_121,Central,55
1,2024-06-03,SKU_122,Central,63
1,2024-06-03,SKU_123,Central,60
1,2024-06-03,SKU_124,Central,123
1,2024-06-03,SKU_125,Central,96
1,2024-06-03,SKU_126,Central,179
1,2024-06-03,SKU_127,Central,39
1,2024-06-03,SKU_128,Central,72
1,2024-06-03,SKU_129,Central,112
1,2024-06-03,SKU_130,Central,95
1,2024-06-03,SKU_131,Central,51
1,2024-06-03,SKU_132,Central,42
1,2024-06-03,SKU_133,Central,175
1,2024-06-03,SKU_134,Central,118
1,2024-06-03,SKU_135,Central,79
1,2024-06-03,SKU_136,Central,79
1,2024-06-03,SKU_137,Central,157
1,2024-06-03,SKU_138,Central,69
1,2024-06-03,SKU_139,Central,41
1,2024-06-03,SKU_140,Central,41
1,2024-06-03,SKU_141,Central,58
1,2024-06-03,SKU_142,Central,44
1,2024-06-03,SKU_143,Central,72
1,2024-06-03,SKU_144,Central,87
1,2024-06-03,SKU_145,Central,102
1,2024-06-03,SKU_146,Central,74
1,2024-06-03,SKU_147,Central,75
1,2024-06-03,SKU_148,Central,125
1,2024-06-03,SKU_149,Central,71
1,2024-06-03,SKU_150,Central,66
1,2024-06-03,SKU_151,Central,122
1,2024-06-03,SKU_152,Central,32
1,2024-06-03,SKU_153,Central,171
1,2024-06-03,SKU_154,Central,52
1,2024-06-03,SKU_155,Central,145
1,2024-06-03,SKU_156,Central,78
1,2024-06-03,SKU_157,Central,109
1,2024-06-03,SKU_158,Central,35
1,2024-06-03,SKU_159,Central,146
1,2024-06-03,SKU_160,Central,23
1,2024-06-03,SKU_161,Central,59
1,2024-06-03,SKU_162,Central,38
1,2024-06-03,SKU_163,Central,36
1,2024-06-03,SKU_164,Central,52
1,2024-06-03,SKU_165,Central,43
1,2024-06-03,SKU_166,Central,67
1,2024-06-03,SKU_167,Central,100
1,2024-06-03,SKU_168,Central,39
1,2024-06-03,SKU_169,Central,115
1,2024-06-03,SKU_170,Central,30
1,2024-06-03,SKU_171,Central,42
1,2024-06-03,SKU_172,Central,113
1,2024-06-03,SKU_173,Central,78
1,2024-06-03,SKU_174,Central,38
1,2024-06-03,SKU_175,Central,30
1,2024-06-03,SKU_176,Central,83
1,2024-06-03,SKU_177,Central,98
1,2024-06-03,SKU_178,Central,49
1,2024-06-03,SKU_179,Central,154
1,2024-06-03,SKU_180,Central,33
1,2024-06-03,SKU_181,Central,100
1,2024-06-03,SKU_182,Central,34
1,2024-06-03,SKU_183,Central,54
1,2024-06-03,SKU_184,Central,88
1,2024-06-03,SKU_185,Central,78
1,2024-06-03,SKU_186,Central,98
1,2024-06-03,SKU_187,Central,70
1,2024-06-03,SKU_188,Central,88
1,2024-06-03,SKU_189,Central,59
1,2024-06-03,SKU_190,Central,35
1,2024-06-03,SKU_191,Central,55
1,2024-06-03,SKU_192,Central,70
1,2024-06-03,SKU_193,Central,48
1,2024-06-03,SKU_194,Central,65
1,2024-06-03,SKU_195,Central,102
1,2024-06-03,SKU_196,Central,37
1,2024-06-03,SKU_197,Central,32
1,2024-06-03,SKU_198,Central,68
1,2024-06-03,SKU_199,Central,50
1,2024-06-03,SKU_200,Central,69
1,2024-06-03,SKU_201,Central,21
1,2024-06-03,SKU_202,Central,198
1,2024-06-03,SKU_203,Central,24
1,2024-06-03,SKU_204,Central,67
1,2024-06-03,SKU_205,Central,34
1,2024-06-03,SKU_206,Central,115
1,2024-06-03,SKU_207,Central,74
1,2024-06-03,SKU_208,Central,67
1,2024-06-03,SKU_209,Central,84
1,2024-06-03,SKU_210,Central,96
1,2024-06-03,SKU_211,Central,168
1,2024-06-03,SKU_212,Central,51
1,2024-06-03,SKU_213,Central,48
1,2024-06-03,SKU_214,Central,46
1,2024-06-03,SKU_215,Central,50
1,2024-06-03,SKU_216,Central,56
1,2024-06-03,SKU_217,Central,24
1,2024-06-03,SKU_218,Central,69
1,2024-06-03,SKU_219,Central,49
1,2024-06-03,SKU_220,Central,20
1,2024-06-03,SKU_221,Central,54
1,2024-06-03,SKU_222,Central,48
1,2024-06-03,SKU_223,Central,98
1,2024-06-03,SKU_224,Central,78
1,2024-06-03,SKU_225,Central,23
1,2024-06-03,SKU_226,Central,37
1,2024-06-03,SKU_227,Central,44
1,2024-06-03,SKU_228,Central,61
1,2024-06-03,SKU_229,Central,98
1,2024-06-03,SKU_230,Central,88
1,2024-06-03,SKU_231,Central,59
1,2024-06-03,SKU_232,Central,38
1,2024-06-03,SKU_233,Central,27
1,2024-06-03,SKU_234,Central,70
1,2024-06-03,SKU_235,Central,132
1,2024-06-03,SKU_236,Central,13
1,2024-06-03,SKU_237,Central,19
1,2024-06-03,SKU_238,Central,132
1,2024-06-03,SKU_239,Central,56
1,2024-06-03,SKU_240,Central,156
1,2024-06-03,SKU_241,Central,149
1,2024-06-03,SKU_242,Central,65
1,2024-06-03,SKU_243,Central,80
1,2024-06-03,SKU_244,Central,58
1,2024-06-03,SKU_245,Central,111
1,2024-06-03,SKU_246,Central,58
1,2024-06-03,SKU_247,Central,82
1,2024-06-03,SKU_248,Central,200
1,2024-06-03,SKU_249,Central,42
1,2024-06-03,SKU_250,Central,46
1,2024-06-03,SKU_251,Central,45
1,2024-06-03,SKU_252,Central,13
1,2024-06-03,SKU_253,Central,124
1,2024-06-03,SKU_254,Central,105
1,2024-06-03,SKU_255,Central,142
1,2024-06-03,SKU_256,Central,130
1,2024-06-03,SKU_257,Central,31
1,2024-06-03,SKU_258,Central,132
1,2024-06-03,SKU_259,Central,92
1,2024-06-03,SKU_260,Central,22
1,2024-06-03,SKU_261,Central,64
1,2024-06-03,SKU_262,Central,26
1,2024-06-03,SKU_263,Central,34
1,2024-06-03,SKU_264,Central,70
1,2024-06-03,SKU_265,Central,67
1,2024-06-03,SKU_266,Central,44
1,2024-06-03,SKU_267,Central,54
1,2024-06-03,SKU_268,Central,97
1,2024-06-03,SKU_269,Central,139
1,2024-06-03,SKU_270,Central,123
1,2024-06-03,SKU_271,Central,23
1,2024-06-03,SKU_272,Central,35
1,2024-06-03,SKU_273,Central,58
1,2024-06-03,SKU_274,Central,248
1,2024-06-03,SKU_275,Central,90
1,2024-06-03,SKU_276,Central,124
1,2024-06-03,SKU_277,Central,63
1,2024-06-03,SKU_278,Central,95
1,2024-06-03,SKU_279,Central,12
1,2024-06-03,SKU_280,Central,127
1,2024-06-03,SKU_281,Central,75
1,2024-06-03,SKU_282,Central,36
1,2024-06-03,SKU_283,Central,94
1,2024-06-03,SKU_284,Central,88
1,2024-06-03,SKU_285,Central,170
1,2024-06-03,SKU_286,Central,36
1,2024-06-03,SKU_287,Central,49
1,2024-06-03,SKU_288,Central,121
1,2024-06-03,SKU_289,Central,54
1,2024-06-03,SKU_290,Central,22
1,2024-06-03,SKU_291,Central,27
1,2024-06-03,SKU_292,Central,118
1,2024-06-03,SKU_293,Central,129
1,2024-06-03,SKU_294,Central,81
1,2024-06-03,SKU_295,Central,83
1,2024-06-03,SKU_296,Central,187
1,2024-06-03,SKU_297,Central,46
1,2024-06-03,SKU_298,Central,59
1,2024-06-03,SKU_299,Central,66
1,2024-06-03,SKU_300,Central,13
1,2024-06-03,SKU_001,West,68
1,2024-06-03,SKU_002,West,62
1,2024-06-03,SKU_003,West,237
1,2024-06-03,SKU_004,West,32
1,2024-06-03,SKU_005,West,86
1,2024-06-03,SKU_006,West,127
1,2024-06-03,SKU_007,West,98
1,2024-06-03,SKU_008,West,101
1,2024-06-03,SKU_009,West,64
1,2024-06-03,SKU_010,West,131
1,2024-06-03,SKU_011,West,60
1,2024-06-03,SKU_012,West,96
1,2024-06-03,SKU_013,West,65
1,2024-06-03,SKU_014,West,67
1,2024-06-03,SKU_015,West,68
1,2024-06-03,SKU_016,West,137
1,2024-06-03,SKU_017,West,99
1,2024-06-03,SKU_018,West,99
1,2024-06-03,SKU_019,West,92
1,2024-06-03,SKU_020,West,91
1,2024-06-03,SKU_021,West,24
1,2024-06-03,SKU_022,West,35
1,2024-06-03,SKU_023,West,54
1,2024-06-03,SKU_024,West,37
1,2024-06-03,SKU_025,West,41
1,2024-06-03,SKU_026,West,116
1,2024-06-03,SKU_027,West,45
1,2024-06-03,SKU_028,West,35
1,2024-06-03,SKU_029,West,63
1,2024-06-03,SKU_030,West,226
1,2024-06-03,SKU_031,West,93
1,2024-06-03,SKU_032,West,91
1,2024-06-03,SKU_033,West,47
1,2024-06-03,SKU_034,West,29
1,2024-06-03,SKU_035,West,77
1,2024-06-03,SKU_036,West,67
1,2024-06-03,SKU_037,West,38
1,2024-06-03,SKU_038,West,50
1,2024-06-03,SKU_039,West,39
1,2024-06-03,SKU_040,West,58
1,2024-06-03,SKU_041,West,63
1,2024-06-03,SKU_042,West,83
1,2024-06-03,SKU_043,West,29
1,2024-06-03,SKU_044,West,66
1,2024-06-03,SKU_045,West,42
1,2024-06-03,SKU_046,West,31
1,2024-06-03,SKU_047,West,109
1,2024-06-03,SKU_048,West,98
1,2024-06-03,SKU_049,West,115
1,2024-06-03,SKU_050,West,54
1,2024-06-03,SKU_051,West,106
1,2024-06-03,SKU_052,West,84
1,2024-06-03,SKU_053,West,48
1,2024-06-03,SKU_054,West,70
1,2024-06-03,SKU_055,West,54
1,2024-06-03,SKU_056,West,121
1,2024-06-03,SKU_057,West,78
1,2024-06-03,SKU_058,West,104
1,2024-06-03,SKU_059,West,146
1,2024-06-03,SKU_060,West,32
1,2024-06-03,SKU_061,West,110
1,2024-06-03,SKU_062,West,30
1,2024-06-03,SKU_063,West,47
1,2024-06-03,SKU_064,West,97
1,2024-06-03,SKU_065,West,133
1,2024-06-03,SKU_066,West,49
1,2024-06-03,SKU_067,West,50
1,2024-06-03,SKU_068,West,110
1,2024-06-03,SKU_069,West,23
1,2024-06-03,SKU_070,West,136
1,2024-06-03,SKU_071,West,50
1,2024-06-03,SKU_072,West,64
1,2024-06-03,SKU_073,West,81
1,2024-06-03,SKU_074,West,102
1,2024-06-03,SKU_075,West,36
1,2024-06-03,SKU_076,West,146
1,2024-06-03,SKU_077,West,44
1,2024-06-03,SKU_078,West,39
1,2024-06-03,SKU_079,West,58
1,2024-06-03,SKU_080,West,117
1,2024-06-03,SKU_081,West,52
1,2024-06-03,SKU_082,West,107
1,2024-06-03,SKU_083,West,64
1,2024-06-03,SKU_084,West,173
1,2024-06-03,SKU_085,West,21
1,2024-06-03,SKU_086,West,24
1,2024-06-03,SKU_087,West,51
1,2024-06-03,SKU_088,West,54
1,2024-06-03,SKU_089,West,44
1,2024-06-03,SKU_090,West,31
1,2024-06-03,SKU_091,West,127
1,2024-06-03,SKU_092,West,78
1,2024-06-03,SKU_093,West,72
1,2024-06-03,SKU_094,West,45
1,2024-06-03,SKU_095,West,17
1,2024-06-03,SKU_096,West,29
1,2024-06-03,SKU_097,West,130
1,2024-06-03,SKU_098,West,56
1,2024-06-03,SKU_099,West,107
1,2024-06-03,SKU_100,West,53
1,2024-06-03,SKU_101,West,120
1,2024-06-03,SKU_102,West,51
1,2024-06-03,SKU_103,West,59
1,2024-06-03,SKU_104,West,106
1,2024-06-03,SKU_105,West,75
1,2024-06-03,SKU_106,West,121
1,2024-06-03,SKU_107,West,107
1,2024-06-03,SKU_108,West,46
1,2024-06-03,SKU_109,West,111
1,2024-06-03,SKU_110,West,33
1,2024-06-03,SKU_111,West,118
1,2024-06-03,SKU_112,West,116
1,2024-06-03,SKU_113,West,82
1,2024-06-03,SKU_114,West,77
1,2024-06-03,SKU_115,West,90
1,2024-06-03,SKU_116,West,20
1,2024-06-03,SKU_117,West,109
1,2024-06-03,SKU_118,West,40
1,2024-06-03,SKU_119,West,119
